General Ledger
Business Name: AB Civil Consulting LLC
Tax Filing Name: AB CIVIL CONSULTING LLC
Accounting Basis: Modified Cash
Date Range: 1/1/2025 to 1/31/2026
Report Date: 1/19/2026

Account: Legends Bank Checking 7131,Your balance in Patriot: $16220.81
Date,Type,Description,Amount,Balance
1/22/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 9422862,$2500.00,$6265.74
1/22/2025,Void Journal Entry,Internet Transfer from CHK 7131 to CHK 7073 9422862,-$2500.00,$3765.74
1/30/2025,Journal Entry,Intuit*QuickBooks,-$123.41,$3642.33
1/30/2025,Journal Entry,Check 1028 - Muschlitz Excavating: Refund of overdue payment on QuickBooks Invoice 10143,-$1000.00,$2642.33
2/10/2025,Imported Transaction,INTUIT * QUICKBOOKS,-$183.41,$2458.92
2/10/2025,Imported Transaction,Check 1032 - Madison Business Circle,-$1311.00,$1147.92
2/11/2025,Imported Transaction,INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 7260896,$2000.00,$3147.92
2/11/2025,Imported Transaction,Check 1027 - Brightview Companies,-$2100.00,$1047.92
2/11/2025,Void Imported Transaction,INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 7260896,-$2000.00,-$952.08
2/13/2025,Imported Transaction,Check 1029 - Brightview Landscape,-$1280.00,-$2232.08
2/14/2025,Imported Transaction,MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 1055061,$2000.00,-$232.08
2/14/2025,Imported Transaction,(#) OVERDRAFT PAID ITEM FEE -0000001029,-$20.00,-$252.08
2/14/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 1055061,$2000.00,$1747.92
2/14/2025,Void Imported Transaction,MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 1055061,-$2000.00,-$252.08
2/14/2025,Journal Entry,Reversal of Voided Mobile Transfer,$2000.00,$1747.92
3/7/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 9868849,$1400.00,$3147.92
3/10/2025,Imported Transaction,INTUIT * QUICKBOOKS,-$123.41,$3024.51
3/11/2025,Imported Transaction,Check 1033 - Madison Business Circle,-$1311.00,$1713.51
3/24/2025,Imported Transaction,5569 VSA PUR THE UPS STORE 3424 865-3687248 TN,-$266.29,$1447.22
3/28/2025,Journal Entry,Internet Transfer from CHK 7131 to 7073 6783361,$1400.00,$2847.22
4/8/2025,Journal Entry,Check 1034,-$1311.00,$1536.22
4/8/2025,Journal Entry,Intuit * QuickBooks,-$123.41,$1412.81
4/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$2812.81
5/2/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 4972374,$1000.00,$3812.81
5/5/2025,Journal Entry,Check 1030: Check to APAC/H.O. Weaver - overpayment on an invoice,-$1690.00,$2122.81
5/8/2025,Imported Transaction,Legends Bank - Personal INTUIT * QUICKBOOKS,-$123.41,$1999.40
5/8/2025,Imported Transaction,Legends Bank - Personal CK # 1035,-$1311.00,$688.40
5/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$2088.40
6/9/2025,Imported Transaction,Legends Bank - Personal CK # 1036,-$1311.00,$777.40
6/9/2025,Imported Transaction,Legends Bank - Personal INTUIT * QUICKBOOKS,-$123.41,$653.99
6/27/2025,Imported Transaction,Legends Bank - Personal Venmo,-$104.00,$549.99
6/27/2025,Imported Transaction,INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1949.99
7/8/2025,Imported Transaction,Legends Bank - Personal INTUIT * QBOOKS ONL,-$140.93,$1809.06
7/9/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 7510180,$2500.00,$4309.06
7/10/2025,Imported Transaction,Legends Bank - Personal HEALTHEQUITY INC HEALTHEQUI,-$2500.00,$1809.06
7/11/2025,Imported Transaction,Legends Bank - Personal CK # 1037,-$1311.00,$498.06
7/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1898.06
8/8/2025,Imported Transaction,Legends Bank - Personal INTUIT * QUICKBOOKS,-$140.93,$1757.13
8/11/2025,Imported Transaction,Legends Bank - Personal CK # 1038,-$1311.00,$446.13
8/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1846.13
9/8/2025,Imported Transaction,Legends Bank - Personal INTUIT * QUICKBOOKS,-$140.93,$1705.20
9/11/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7131 TO CHK 7073 7535504,$5000.00,$6705.20
9/12/2025,Imported Transaction,Legends Bank - Personal TN STATE REVENUE TN TAP,-$3307.00,$3398.20
9/16/2025,Imported Transaction,Legends Bank - Personal TN STATE REVENUE TN TAP,-$4620.00,-$1221.80
9/17/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 7740373,$3000.00,$1778.20
9/17/2025,Imported Transaction,Legends Bank - Personal OVERDRAFT PAID ITEM FEE TN STATE REVENUE TN TAP,-$20.00,$1758.20
9/23/2025,Journal Entry,Check 1039,-$1320.00,$438.20
9/26/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1838.20
10/8/2025,Imported Transaction,Legends Bank - Personal CK # 1041,-$1320.00,$518.20
10/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1918.20
11/10/2025,Imported Transaction,Legends Bank - Personal CK # 1040,-$1320.00,$598.20
11/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$1998.20
12/22/2025,Imported Transaction,Legends Bank - Personal CK # 1042,-$1320.00,$678.20
12/29/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,$1400.00,$2078.20
,,TOTAL ACTIVITY,-$498.54,
12/31/2024,,PREVIOUS BALANCE,,$2576.74

Account: Liability AMEX Business,Your balance in Patriot: $6823.49
Date,Type,Description,Amount,Balance
1/1/2025,Imported Transaction,American Express GSUITE AB-CIVCC GOOGLE.COM,$630.21,$9229.68
1/2/2025,Imported Transaction,American Express CDE LIGHTBAND,$88.95,$9318.63
1/2/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$9321.58
1/2/2025,Imported Transaction,American Express GSUITE ABCIVICC GOOGLE.COM,$55.19,$9376.77
1/3/2025,Imported Transaction,American Express BLS*MONDAY COM,$78.84,$9455.61
1/4/2025,Imported Transaction,American Express BAMBOOHR HRIS,$465.38,$9920.99
1/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$10009.99
1/5/2025,Imported Transaction,American Express TODOIST,$288.00,$10297.99
1/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$420.48,$10718.47
1/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$17.51,$10735.98
1/6/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$4448.73,$6287.25
1/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$124.50,$6411.75
1/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$120.00,$6531.75
1/7/2025,Imported Transaction,American Express OPENAI *CHATGPT SUBSSAN FRANCISCO,$98.55,$6630.30
1/9/2025,Imported Transaction,American Express SQSP* INV164625911,$12.00,$6642.30
1/9/2025,Imported Transaction,American Express PXY STARLINK INTEHAWTHORNE,$120.00,$6762.30
1/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$4.07,$6766.37
1/10/2025,Imported Transaction,American Express ORDIGO,$9.00,$6775.37
1/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$157.62,$6932.99
1/12/2025,Imported Transaction,American Express HOPPER HQ LIMITED BEDFORDSHIRE,$57.00,$6989.99
1/12/2025,Imported Transaction,American Express RINGCENTRAL INC,$188.39,$7178.38
1/13/2025,Imported Transaction,American Express RAINRETAIL*HABITAT FCLARKSVILLE,$49.28,$7227.66
1/14/2025,Imported Transaction,American Express AplPay PARK HAPPY LLNASHVILLE,$10.26,$7237.92
1/15/2025,Imported Transaction,American Express UPS,$26.65,$7264.57
1/15/2025,Imported Transaction,American Express CAROLINA PARKING 868WILMINGTON,$11.63,$7276.20
1/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$7281.19
1/15/2025,Imported Transaction,American Express VEED.IO BASIC LONDON GB,$50.00,$7331.19
1/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$7368.55
1/16/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$1069.71,$8438.26
1/16/2025,Journal Entry,Legends Bank - AMEX EPAYMENT ACH PMT,-$4237.92,$4200.34
1/17/2025,Imported Transaction,American Express CLOUDFLARE,$10.44,$4210.78
1/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$4247.57
1/17/2025,Imported Transaction,American Express VZWIRELESS MY VZ VE,$305.50,$4553.07
1/18/2025,Imported Transaction,American Express Verizon Wireless,$166.60,$4719.67
1/18/2025,Imported Transaction,American Express LinkedIn,$76.64,$4796.31
1/18/2025,Imported Transaction,American Express SQSP* INV165952056,$20.00,$4816.31
1/18/2025,Imported Transaction,American Express Verizon Wireless,$76.64,$4892.95
1/18/2025,Imported Transaction,American Express Verizon Wireless,$103.04,$4995.99
1/18/2025,Imported Transaction,American Express Verizon Wireless,$136.08,$5132.07
1/19/2025,Imported Transaction,American Express ON2AIR: BACKUPS,$29.99,$5162.06
1/19/2025,Imported Transaction,American Express A1010BUSD01 MSBILL.INFO,$13.34,$5175.40
1/19/2025,Imported Transaction,American Express CITRIX SYSTEMS CITRIUNITED STATES,$60.23,$5235.63
1/20/2025,Imported Transaction,American Express SPARK DUBLIN CO,$106.41,$5342.04
1/21/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$30.65,$5372.69
1/22/2025,Imported Transaction,American Express EGNYTE INC 000000001MOUNTAIN VIEW,$1199.03,$6571.72
1/23/2025,Imported Transaction,American Express REV.COM,$4.50,$6576.22
1/23/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$1930.51,$8506.73
1/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$8583.38
1/23/2025,Imported Transaction,American Express NEWEGG INC. CITY OF INDUS,$208.04,$8791.42
1/24/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$52.99,$8844.41
1/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$923.26,$9767.67
1/25/2025,Imported Transaction,American Express Dollar General,$25.02,$9792.69
1/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$53.53,$9846.22
1/27/2025,Imported Transaction,American Express FS *TEXTEXPANDER,$10.41,$9856.63
1/28/2025,Imported Transaction,American Express Publix,$72.39,$9929.02
1/28/2025,Imported Transaction,American Express PXY NEWEGG INC. CITY OF INDUS,$109.49,$10038.51
1/28/2025,Imported Transaction,American Express PXY NEWEGG INC. CITY OF INDUS,$218.99,$10257.50
1/28/2025,Imported Transaction,American Express PXY NEWEGG INC. CITY OF INDUS,$367.62,$10625.12
1/28/2025,Imported Transaction,American Express PXY AMAZON MARKETAMZN.COM/BILL,$1154.73,$11779.85
1/29/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$12578.85
1/30/2025,Imported Transaction,American Express Best Buy,$328.49,$12907.34
1/30/2025,Imported Transaction,American Express ZAPIER.COM/CHARGE,$32.91,$12940.25
1/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$13019.25
1/31/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$109.74,$13128.99
1/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$13145.40
2/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$8.00,$13153.40
2/1/2025,Imported Transaction,American Express PXY AMAZON MARKETAMZN.COM/BILL,$38.22,$13191.62
2/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$55.19,$13246.81
2/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$12.09,$13258.90
2/2/2025,Imported Transaction,American Express GSUITE AB-CIVCC GOOGLE.COM,$449.39,$13708.29
2/2/2025,Imported Transaction,American Express Anytime Storage #3 4CLARKSVILLE,$95.00,$13803.29
2/3/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$124.82,$13928.11
2/3/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$175.16,$14103.27
2/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$14106.22
2/4/2025,Imported Transaction,American Express TODOIST,$71.42,$14177.64
2/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$88.95,$14266.59
2/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$256.14,$14522.73
2/5/2025,Imported Transaction,American Express AUTODESK INC. ADY,$3047.05,$17569.78
2/5/2025,Imported Transaction,American Express Dollar General,$15.02,$17584.80
2/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$17673.80
2/5/2025,Imported Transaction,American Express THE AMSTERDAM LOCAL,$8.42,$17682.22
2/5/2025,Imported Transaction,American Express PXY NEWEGG INC. CITY OF INDUS,$1094.88,$18777.10
2/5/2025,Imported Transaction,American Express PXY NEWEGG INC. CITY OF INDUS,$1204.39,$19981.49
2/5/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$21.89,$20003.38
2/5/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$24.32,$20027.70
2/5/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$157.22,$20184.92
2/5/2025,Imported Transaction,American Express Best Buy,-$328.49,$19856.43
2/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$17.51,$19873.94
2/6/2025,Imported Transaction,American Express PXY AMAZON MARKETAMZN.COM/BILL,$5158.17,$25032.11
2/6/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$67.92,$25100.03
2/7/2025,Imported Transaction,American Express OPENAI *CHATGPT SUBSSAN FRANCISCO,$98.55,$25198.58
2/7/2025,Imported Transaction,American Express FILERUN LDA 4029357733 PR,$102.78,$25301.36
2/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$96.97,$25398.33
2/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$124.50,$25522.83
2/7/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$218.99,$25741.82
2/8/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$38.94,$25780.76
2/8/2025,Imported Transaction,American Express PXY AMAZON.COM AMZN.COM/BILL,$652.85,$26433.61
2/8/2025,Imported Transaction,American Express SP VARMILO ROMFORD GB,$155.87,$26589.48
2/9/2025,Imported Transaction,American Express Walmart,$654.81,$27244.29
2/9/2025,Imported Transaction,American Express MICROSOFT#G077626290MSBILL.INFO,$4.07,$27248.36
2/9/2025,Imported Transaction,American Express Lowes,$217.91,$27466.27
2/10/2025,Imported Transaction,American Express ORDIGO,$9.00,$27475.27
2/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$21.67,$27496.94
2/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$36.40,$27533.34
2/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$38.62,$27571.96
2/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$158.76,$27730.72
2/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$43.79,$27774.51
2/10/2025,Imported Transaction,American Express Walmart,$82.09,$27856.60
2/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$188.39,$28044.99
2/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$133.53,$28178.52
2/11/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$107.30,$28285.82
2/11/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$127.83,$28413.65
2/12/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$14.37,$28428.02
2/13/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$8462.93,$19965.09
2/14/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$106.31,$20071.40
2/16/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$20076.39
2/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$20113.75
2/16/2025,Imported Transaction,American Express SPECTRUM,$179.00,$20292.75
2/16/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$42.68,$20335.43
2/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$20412.07
2/17/2025,Imported Transaction,American Express FILERUN LDA 4029357733 PR,-$104.10,$20307.97
2/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$20344.76
2/17/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$8.53,$20353.29
2/17/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$182.49,$20535.78
2/18/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$412.00,$20947.78
2/18/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$2249.66,$23197.44
2/19/2025,Imported Transaction,American Express ON2AIR: BACKUPS,$29.99,$23227.43
2/19/2025,Imported Transaction,American Express A1010BUSD01 MSBILL.INFO,$13.34,$23240.77
2/20/2025,Imported Transaction,American Express SPARK GRAND CANAL STREET UCO,$82.73,$23323.50
2/20/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$72.81,$23396.31
2/21/2025,Imported Transaction,American Express WWW.SPLASHTOP.COM,$217.91,$23614.22
2/22/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTIPASADENA,$21.90,$23636.12
2/22/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$61.29,$23697.41
2/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$23727.41
2/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$23804.06
2/24/2025,Imported Transaction,American Express American Airlines,$41.69,$23845.75
2/24/2025,Imported Transaction,American Express American Airlines,$281.97,$24127.72
2/24/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$4.04,$24131.76
2/24/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$10.94,$24142.70
2/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$923.26,$25065.96
2/25/2025,Imported Transaction,American Express LOWES.COM 1-800-445-6937,$260.61,$25326.57
2/25/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$70.90,$25397.47
2/25/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,-$72.81,$25324.66
2/26/2025,Imported Transaction,American Express CKO*PHANTOMBUSTER 21PARIS,$69.00,$25393.66
2/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$53.53,$25447.19
2/26/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$616.08,$26063.27
2/27/2025,Imported Transaction,American Express FS *TEXTEXPANDER,$10.41,$26073.68
2/27/2025,Imported Transaction,American Express PXY HERTZ CAR RENOKLAHOMA CITY,$305.79,$26379.47
2/28/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$26395.88
2/28/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$26401.36
3/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$2.05,$26403.41
3/1/2025,Imported Transaction,American Express OUTLINE,$79.00,$26482.41
3/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.20,$26489.61
3/1/2025,Imported Transaction,American Express ZAPIER.COM/CHARGE,$32.91,$26522.52
3/1/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$27321.52
3/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$38.88,$27360.40
3/2/2025,Imported Transaction,American Express GSUITE ABCIVICC GOOGLE.COM,$55.19,$27415.59
3/2/2025,Imported Transaction,American Express GSUITE AB-CIVCC GOOGLE.COM,$443.46,$27859.05
